time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1656331210,c01d3c,43.68185806274414,-79.62500993595569,,,,WSW748  ,True,False,False,0533,,,1656331209.903,1656331209.903
1656331210,c040c5,43.67265701293945,-79.61383198582848,,,,ROU1790 ,True,False,False,2231,,,1656331209.437,1656331209.437
1656331210,a3183d,43.28507995605469,-79.10373421602469,267.52868708425143,90.66107581158543,0.0,EDV5130 ,False,False,False,6257,10668.0,11056.62,1656331210.0,1656331210.0
1656331210,a73db7,43.13067626953125,-79.54676428506536,123.30032554992513,274.3070321860023,-0.32512,N566FF  ,False,False,False,3413,9144.0,9441.18,1656331209.968,1656331209.968
1656331210,c0636a,43.640716552734375,-79.29899703624636,70.28141055922472,252.09555249375177,5.8521600000000005,POE532  ,False,False,False,5537,457.20000000000005,441.96000000000004,1656331209.845,1656331209.888
1656331220,c0636a,43.63911437988281,-79.30691741233647,66.01140461105369,255.09734576096886,-2.9260800000000002,POE532  ,False,False,False,5537,449.58000000000004,441.96000000000004,1656331219.764,1656331219.996
1656331220,a73db7,43.131500244140625,-79.56183854923688,123.30032554992513,274.3070321860023,0.0,N566FF  ,False,False,False,3413,9144.0,9441.18,1656331219.976,1656331219.993
1656331220,c040c5,43.672143968485166,-79.61316244942799,,,,ROU1790 ,True,False,False,2231,144.78,,1656331218.436,1656331219.798
1656331220,a3183d,43.284759521484375,-79.07013649164242,268.0430969078552,90.65980706434596,-0.65024,EDV5130 ,False,False,False,6257,10675.62,11064.240000000002,1656331219.977,1656331219.984
1656331220,c07eda,43.881116964049255,-79.85648018973217,160.49086307532028,111.63088683651793,-4.55168,WJA520  ,False,False,False,7165,2689.86,2712.7200000000003,1656331219.872,1656331219.977
1656331220,c1e865,43.6943377478648,-79.63176727294922,,,,SAF208  ,True,False,False,,,,1656331218.435,1656331219.184
1656331220,c1e95a,43.68650436401367,-79.6230617789335,,,,SWP269  ,True,False,False,,,,1656331217.835,1656331217.835
1656331220,aa395b,43.00863492286811,-79.04774257114957,212.74918542261074,321.5782015455268,0.0,SKW3017 ,False,True,False,1150,10972.800000000001,11353.800000000001,1656331219.639,1656331219.888
1656331220,78149e,43.684364318847656,-79.64925011923145,50.948140167879416,226.63657704161673,0.0,CSN5051 ,True,False,False,4153,,,1656331219.54,1656331219.856
1656331220,c01e28,43.75602722167969,-79.54491193904431,88.41405265448492,226.17875916991122,-5.20192,ACA401  ,False,False,False,1076,685.8000000000001,685.8000000000001,1656331219.872,1656331219.996
